Exposure_ID,Customer_ID,Campaign_ID,Campaign_Exposure,Campaign_Response
EXP00613,CUST00613,C004,Yes,Positive
EXP00614,CUST00614,C004,Yes,Positive
EXP00615,CUST00615,C001,No,Neutral
EXP00616,CUST00616,C005,No,Positive
EXP00617,CUST00617,C001,Yes,Positive
EXP00618,CUST00618,C001,Yes,Positive
EXP00619,CUST00619,C005,Yes,Positive
EXP00620,CUST00620,C005,Yes,Positive
EXP00621,CUST00621,C003,No,Positive
EXP00622,CUST00622,C002,Yes,Positive
EXP00623,CUST00623,C002,No,Neutral
EXP00624,CUST00624,C003,Yes,Neutral
EXP00625,CUST00625,C001,Yes,Positive
EXP00626,CUST00626,C004,Yes,Negative
EXP00627,CUST00627,C003,Yes,Positive
EXP00628,CUST00628,C005,Yes,Positive
EXP00629,CUST00629,C003,Yes,Neutral
EXP00630,CUST00630,C002,Yes,Negative
EXP00631,CUST00631,C005,No,Neutral
EXP00632,CUST00632,C001,No,Positive
EXP00633,CUST00633,C001,Yes,Negative
EXP00634,CUST00634,C002,Yes,Neutral
EXP00635,CUST00635,C005,Yes,Positive
EXP00636,CUST00636,C002,Yes,Positive
EXP00637,CUST00637,C005,Yes,Positive
EXP00638,CUST00638,C001,Yes,Positive
EXP00639,CUST00639,C005,Yes,Positive
EXP00640,CUST00640,C003,Yes,Neutral
EXP00641,CUST00641,C005,Yes,Negative
EXP00642,CUST00642,C005,No,Neutral
EXP00643,CUST00643,C005,Yes,Positive
EXP00644,CUST00644,C005,Yes,Neutral
EXP00645,CUST00645,C002,No,Neutral
EXP00646,CUST00646,C004,Yes,Neutral
EXP00647,CUST00647,C005,Yes,Positive
EXP00648,CUST00648,C004,Yes,Positive
EXP00649,CUST00649,C003,Yes,Positive
EXP00650,CUST00650,C001,No,Positive
EXP00651,CUST00651,C005,No,Neutral
EXP00652,CUST00652,C002,No,Neutral
EXP00653,CUST00653,C001,Yes,Positive
EXP00654,CUST00654,C001,No,Negative
EXP00655,CUST00655,C004,Yes,Positive
EXP00656,CUST00656,C005,Yes,Neutral
EXP00657,CUST00657,C001,Yes,Neutral
EXP00658,CUST00658,C004,Yes,Negative
EXP00659,CUST00659,C001,Yes,Positive
EXP00660,CUST00660,C003,Yes,Neutral
EXP00661,CUST00661,C005,Yes,Positive
EXP00662,CUST00662,C001,Yes,Positive
EXP00663,CUST00663,C004,Yes,Neutral
EXP00664,CUST00664,C005,Yes,Positive
EXP00665,CUST00665,C002,No,Neutral
EXP00666,CUST00666,C002,Yes,Positive
EXP00667,CUST00667,C005,Yes,Positive
EXP00668,CUST00668,C004,Yes,Positive
EXP00669,CUST00669,C004,Yes,Positive
EXP00670,CUST00670,C005,No,Neutral
EXP00671,CUST00671,C005,Yes,Neutral
EXP00672,CUST00672,C005,No,Neutral
EXP00673,CUST00673,C003,Yes,Positive
EXP00674,CUST00674,C001,Yes,Positive
EXP00675,CUST00675,C004,Yes,Positive
EXP00676,CUST00676,C001,No,Neutral
EXP00677,CUST00677,C005,Yes,Positive
EXP00678,CUST00678,C002,Yes,Neutral
EXP00679,CUST00679,C001,No,Positive
EXP00680,CUST00680,C003,No,Neutral
EXP00681,CUST00681,C005,Yes,Neutral
EXP00682,CUST00682,C003,Yes,Positive
EXP00683,CUST00683,C004,No,Positive
EXP00684,CUST00684,C004,Yes,Positive
EXP00685,CUST00685,C004,No,Negative
EXP00686,CUST00686,C002,No,Positive
EXP00687,CUST00687,C002,Yes,Positive
EXP00688,CUST00688,C004,Yes,Neutral
EXP00689,CUST00689,C004,No,Negative
EXP00690,CUST00690,C005,Yes,Positive
EXP00691,CUST00691,C002,Yes,Negative
EXP00692,CUST00692,C002,Yes,Neutral
EXP00693,CUST00693,C003,Yes,Positive
EXP00694,CUST00694,C003,No,Positive
EXP00695,CUST00695,C001,Yes,Positive
EXP00696,CUST00696,C001,Yes,Positive
EXP00697,CUST00697,C001,Yes,Neutral
EXP00698,CUST00698,C004,Yes,Neutral
EXP00699,CUST00699,C005,Yes,Neutral
EXP00700,CUST00700,C005,Yes,Neutral
EXP00701,CUST00701,C005,No,Positive
EXP00702,CUST00702,C001,Yes,Positive
EXP00703,CUST00703,C004,No,Neutral
EXP00704,CUST00704,C005,Yes,Positive
EXP00705,CUST00705,C005,Yes,Neutral
EXP00706,CUST00706,C001,Yes,Neutral
EXP00707,CUST00707,C002,No,Neutral
EXP00708,CUST00708,C005,No,Neutral
EXP00709,CUST00709,C005,Yes,Neutral
EXP00710,CUST00710,C003,No,Neutral
EXP00711,CUST00711,C004,Yes,Positive
EXP00712,CUST00712,C001,No,Neutral
EXP00713,CUST00713,C003,No,Neutral
EXP00714,CUST00714,C001,No,Neutral
EXP00715,CUST00715,C005,Yes,Negative
EXP00716,CUST00716,C002,Yes,Positive
EXP00717,CUST00717,C003,Yes,Neutral
EXP00718,CUST00718,C005,No,Neutral
EXP00719,CUST00719,C003,No,Neutral
EXP00720,CUST00720,C005,Yes,Neutral
EXP00721,CUST00721,C004,Yes,Positive
EXP00722,CUST00722,C001,Yes,Positive
EXP00723,CUST00723,C004,Yes,Positive
EXP00724,CUST00724,C003,No,Negative
EXP00725,CUST00725,C003,Yes,Negative
EXP00726,CUST00726,C005,Yes,Negative
EXP00727,CUST00727,C001,Yes,Neutral
EXP00728,CUST00728,C005,Yes,Neutral
EXP00729,CUST00729,C003,Yes,Positive
EXP00730,CUST00730,C003,No,Neutral
EXP00731,CUST00731,C002,Yes,Positive
EXP00732,CUST00732,C004,No,Neutral
EXP00733,CUST00733,C001,No,Negative
EXP00734,CUST00734,C005,Yes,Positive
EXP00735,CUST00735,C001,Yes,Positive
EXP00736,CUST00736,C002,No,Neutral
EXP00737,CUST00737,C004,Yes,Positive
EXP00738,CUST00738,C001,Yes,Neutral
EXP00739,CUST00739,C004,Yes,Positive
EXP00740,CUST00740,C001,Yes,Positive
EXP00741,CUST00741,C003,Yes,Neutral
EXP00742,CUST00742,C002,Yes,Positive
EXP00743,CUST00743,C005,Yes,Neutral
EXP00744,CUST00744,C003,Yes,Positive
EXP00745,CUST00745,C001,Yes,Neutral
EXP00746,CUST00746,C003,Yes,Positive
EXP00747,CUST00747,C004,No,Neutral
EXP00748,CUST00748,C003,Yes,Neutral
EXP00749,CUST00749,C003,Yes,Neutral
EXP00750,CUST00750,C005,Yes,Positive
EXP00751,CUST00751,C001,Yes,Positive
EXP00752,CUST00752,C004,No,Negative
EXP00753,CUST00753,C003,Yes,Negative
EXP00754,CUST00754,C002,Yes,Positive
EXP00755,CUST00755,C004,Yes,Positive
EXP00756,CUST00756,C003,Yes,Negative
EXP00757,CUST00757,C004,Yes,Positive
EXP00758,CUST00758,C001,No,Neutral
EXP00759,CUST00759,C002,Yes,Positive
EXP00760,CUST00760,C002,Yes,Positive
EXP00761,CUST00761,C004,Yes,Neutral
EXP00762,CUST00762,C005,No,Neutral
EXP00763,CUST00763,C002,Yes,Positive
EXP00764,CUST00764,C003,No,Positive
EXP00765,CUST00765,C002,No,Neutral
EXP00766,CUST00766,C001,Yes,Positive
EXP00767,CUST00767,C003,Yes,Positive
EXP00768,CUST00768,C002,Yes,Negative
EXP00769,CUST00769,C002,Yes,Positive
EXP00770,CUST00770,C002,No,Neutral
EXP00771,CUST00771,C003,No,Negative
EXP00772,CUST00772,C004,Yes,Neutral
EXP00773,CUST00773,C003,Yes,Positive
EXP00774,CUST00774,C001,Yes,Positive
EXP00775,CUST00775,C001,No,Neutral
EXP00776,CUST00776,C002,No,Neutral
EXP00777,CUST00777,C001,Yes,Neutral
EXP00778,CUST00778,C003,Yes,Positive
EXP00779,CUST00779,C004,Yes,Positive
EXP00780,CUST00780,C004,Yes,Positive
EXP00781,CUST00781,C005,Yes,Neutral
EXP00782,CUST00782,C003,Yes,Positive
EXP00783,CUST00783,C002,Yes,Neutral
EXP00784,CUST00784,C004,Yes,Positive
EXP00785,CUST00785,C003,No,Positive
EXP00786,CUST00786,C005,No,Neutral
EXP00787,CUST00787,C002,Yes,Positive
EXP00788,CUST00788,C001,No,Neutral
EXP00789,CUST00789,C003,Yes,Neutral
EXP00790,CUST00790,C004,Yes,Positive
EXP00791,CUST00791,C002,Yes,Negative
EXP00792,CUST00792,C004,No,Negative
EXP00793,CUST00793,C005,No,Positive
EXP00794,CUST00794,C004,Yes,Neutral
EXP00795,CUST00795,C001,Yes,Positive
EXP00796,CUST00796,C003,No,Negative
EXP00797,CUST00797,C002,Yes,Positive
EXP00798,CUST00798,C001,Yes,Negative
EXP00799,CUST00799,C004,Yes,Positive
EXP00800,CUST00800,C003,Yes,Positive
EXP00801,CUST00801,C002,Yes,Neutral
EXP00802,CUST00802,C003,Yes,Positive
EXP00803,CUST00803,C004,Yes,Negative
EXP00804,CUST00804,C005,Yes,Positive
EXP00805,CUST00805,C004,Yes,Neutral
EXP00806,CUST00806,C001,Yes,Positive
EXP00807,CUST00807,C001,No,Neutral
EXP00808,CUST00808,C004,Yes,Positive
EXP00809,CUST00809,C005,Yes,Neutral
EXP00810,CUST00810,C002,Yes,Negative
EXP00811,CUST00811,C004,Yes,Positive
EXP00812,CUST00812,C004,Yes,Positive
EXP00813,CUST00813,C003,No,Positive
EXP00814,CUST00814,C002,Yes,Positive
EXP00815,CUST00815,C004,Yes,Positive
EXP00816,CUST00816,C001,No,Neutral
EXP00817,CUST00817,C003,Yes,Positive
EXP00818,CUST00818,C003,Yes,Neutral
EXP00819,CUST00819,C003,Yes,Positive
EXP00820,CUST00820,C001,No,Positive
EXP00821,CUST00821,C003,Yes,Positive
EXP00822,CUST00822,C003,No,Positive
EXP00823,CUST00823,C003,No,Neutral
EXP00824,CUST00824,C001,Yes,Positive
EXP00825,CUST00825,C002,Yes,Neutral
EXP00826,CUST00826,C005,Yes,Negative
EXP00827,CUST00827,C004,Yes,Negative
EXP00828,CUST00828,C003,Yes,Neutral
EXP00829,CUST00829,C004,Yes,Positive
EXP00830,CUST00830,C002,Yes,Negative
EXP00831,CUST00831,C005,Yes,Neutral
EXP00832,CUST00832,C002,Yes,Positive
EXP00833,CUST00833,C001,Yes,Positive
EXP00834,CUST00834,C003,Yes,Positive
EXP00835,CUST00835,C004,Yes,Positive
EXP00836,CUST00836,C005,Yes,Positive
EXP00837,CUST00837,C002,Yes,Neutral
EXP00838,CUST00838,C004,Yes,Negative
EXP00839,CUST00839,C001,No,Positive
EXP00840,CUST00840,C004,Yes,Positive
EXP00841,CUST00841,C005,Yes,Positive
EXP00842,CUST00842,C003,No,Neutral
EXP00843,CUST00843,C003,Yes,Neutral
EXP00844,CUST00844,C003,Yes,Neutral
EXP00845,CUST00845,C001,Yes,Neutral
EXP00846,CUST00846,C002,Yes,Positive
EXP00847,CUST00847,C001,Yes,Positive
EXP00848,CUST00848,C003,No,Neutral
EXP00849,CUST00849,C002,No,Neutral
EXP00850,CUST00850,C004,No,Neutral
EXP00851,CUST00851,C002,No,Neutral
EXP00852,CUST00852,C002,No,Positive
EXP00853,CUST00853,C003,Yes,Positive
EXP00854,CUST00854,C005,Yes,Neutral
EXP00855,CUST00855,C002,Yes,Positive
EXP00856,CUST00856,C005,Yes,Neutral
EXP00857,CUST00857,C005,Yes,Positive
EXP00858,CUST00858,C002,Yes,Negative
EXP00859,CUST00859,C002,Yes,Positive
EXP00860,CUST00860,C001,Yes,Neutral
EXP00861,CUST00861,C005,Yes,Positive
EXP00862,CUST00862,C005,Yes,Positive
EXP00863,CUST00863,C002,Yes,Neutral
EXP00864,CUST00864,C004,Yes,Positive
EXP00865,CUST00865,C001,Yes,Positive
EXP00866,CUST00866,C002,Yes,Positive
EXP00867,CUST00867,C005,Yes,Neutral
EXP00868,CUST00868,C002,Yes,Positive
EXP00869,CUST00869,C002,Yes,Neutral
EXP00870,CUST00870,C003,No,Neutral
EXP00871,CUST00871,C005,No,Neutral
EXP00872,CUST00872,C004,Yes,Positive
EXP00873,CUST00873,C005,No,Positive
EXP00874,CUST00874,C005,No,Negative
EXP00875,CUST00875,C003,Yes,Neutral
EXP00876,CUST00876,C002,Yes,Positive
EXP00877,CUST00877,C002,Yes,Neutral
EXP00878,CUST00878,C003,Yes,Positive
EXP00879,CUST00879,C003,No,Neutral
EXP00880,CUST00880,C005,Yes,Neutral
EXP00881,CUST00881,C003,Yes,Neutral
EXP00882,CUST00882,C002,Yes,Neutral
EXP00883,CUST00883,C001,Yes,Positive
EXP00884,CUST00884,C003,Yes,Positive
EXP00885,CUST00885,C005,Yes,Positive
EXP00886,CUST00886,C004,Yes,Positive
EXP00887,CUST00887,C003,No,Neutral
EXP00888,CUST00888,C005,No,Negative
EXP00889,CUST00889,C001,Yes,Neutral
EXP00890,CUST00890,C001,Yes,Positive
EXP00891,CUST00891,C002,Yes,Negative
EXP00892,CUST00892,C003,No,Neutral
EXP00893,CUST00893,C005,Yes,Positive
EXP00894,CUST00894,C005,Yes,Neutral
EXP00895,CUST00895,C003,Yes,Positive
EXP00896,CUST00896,C005,No,Neutral
EXP00897,CUST00897,C003,Yes,Neutral
EXP00898,CUST00898,C005,No,Negative
EXP00899,CUST00899,C001,No,Negative
EXP00900,CUST00900,C003,Yes,Positive
EXP00901,CUST00901,C003,No,Positive
EXP00902,CUST00902,C001,Yes,Neutral
EXP00903,CUST00903,C004,No,Neutral
EXP00904,CUST00904,C001,Yes,Positive
EXP00905,CUST00905,C001,Yes,Positive
EXP00906,CUST00906,C005,No,Neutral
EXP00907,CUST00907,C002,Yes,Positive
EXP00908,CUST00908,C003,Yes,Positive
EXP00909,CUST00909,C003,Yes,Neutral
EXP00910,CUST00910,C003,Yes,Positive
EXP00911,CUST00911,C005,No,Negative
EXP00912,CUST00912,C003,Yes,Neutral
EXP00913,CUST00913,C002,Yes,Positive
EXP00914,CUST00914,C001,Yes,Positive
EXP00915,CUST00915,C001,No,Negative
EXP00916,CUST00916,C003,Yes,Neutral
EXP00917,CUST00917,C005,Yes,Neutral
EXP00918,CUST00918,C001,Yes,Positive
EXP00919,CUST00919,C004,Yes,Positive
EXP00920,CUST00920,C001,Yes,Neutral
EXP00921,CUST00921,C003,Yes,Neutral
EXP00922,CUST00922,C002,Yes,Neutral
EXP00923,CUST00923,C003,Yes,Positive
EXP00924,CUST00924,C002,No,Neutral
EXP00925,CUST00925,C001,Yes,Neutral
EXP00926,CUST00926,C003,Yes,Positive
EXP00927,CUST00927,C003,Yes,Neutral
EXP00928,CUST00928,C004,Yes,Positive
EXP00929,CUST00929,C005,No,Positive
EXP00930,CUST00930,C005,Yes,Positive
EXP00931,CUST00931,C004,Yes,Positive
EXP00932,CUST00932,C005,No,Neutral
EXP00933,CUST00933,C004,No,Neutral
EXP00934,CUST00934,C003,Yes,Positive
EXP00935,CUST00935,C002,No,Positive
EXP00936,CUST00936,C005,No,Neutral
EXP00937,CUST00937,C005,Yes,Positive
EXP00938,CUST00938,C005,No,Neutral
EXP00939,CUST00939,C001,Yes,Neutral
EXP00940,CUST00940,C002,Yes,Neutral
EXP00941,CUST00941,C004,No,Neutral
EXP00942,CUST00942,C004,No,Neutral
EXP00943,CUST00943,C002,Yes,Neutral
EXP00944,CUST00944,C002,Yes,Positive
EXP00945,CUST00945,C002,Yes,Neutral
EXP00946,CUST00946,C003,No,Negative
EXP00947,CUST00947,C003,Yes,Positive
EXP00948,CUST00948,C003,Yes,Neutral
EXP00949,CUST00949,C005,Yes,Positive
EXP00950,CUST00950,C003,Yes,Positive
EXP00951,CUST00951,C004,No,Negative
EXP00952,CUST00952,C001,Yes,Positive
EXP00953,CUST00953,C005,Yes,Negative
EXP00954,CUST00954,C004,Yes,Positive
EXP00955,CUST00955,C003,No,Negative
EXP00956,CUST00956,C005,Yes,Neutral
EXP00957,CUST00957,C005,No,Neutral
EXP00958,CUST00958,C003,No,Neutral
EXP00959,CUST00959,C005,Yes,Negative
EXP00960,CUST00960,C001,Yes,Positive
EXP00961,CUST00961,C004,No,Neutral
EXP00962,CUST00962,C003,Yes,Positive
EXP00963,CUST00963,C004,No,Neutral
EXP00964,CUST00964,C004,Yes,Positive
EXP00965,CUST00965,C003,Yes,Positive
EXP00966,CUST00966,C005,Yes,Negative
EXP00967,CUST00967,C001,Yes,Positive
EXP00968,CUST00968,C003,Yes,Positive
EXP00969,CUST00969,C001,Yes,Negative
EXP00970,CUST00970,C001,Yes,Neutral
EXP00971,CUST00971,C004,Yes,Neutral
EXP00972,CUST00972,C005,No,Negative
EXP00973,CUST00973,C002,Yes,Neutral
EXP00974,CUST00974,C003,No,Positive
EXP00975,CUST00975,C001,Yes,Neutral
EXP00976,CUST00976,C003,Yes,Neutral
EXP00977,CUST00977,C004,Yes,Positive
EXP00978,CUST00978,C003,Yes,Positive
EXP00979,CUST00979,C004,Yes,Neutral
EXP00980,CUST00980,C002,Yes,Negative
EXP00981,CUST00981,C003,Yes,Positive
EXP00982,CUST00982,C005,Yes,Positive
EXP00983,CUST00983,C004,Yes,Positive
EXP00984,CUST00984,C004,Yes,Neutral
EXP00985,CUST00985,C001,No,Neutral
EXP00986,CUST00986,C001,Yes,Neutral
EXP00987,CUST00987,C004,No,Negative
EXP00988,CUST00988,C002,Yes,Neutral
EXP00989,CUST00989,C005,No,Negative
EXP00990,CUST00990,C004,Yes,Positive
EXP00991,CUST00991,C001,Yes,Neutral
EXP00992,CUST00992,C002,No,Neutral
EXP00993,CUST00993,C001,No,Neutral
EXP00994,CUST00994,C002,Yes,Positive
EXP00995,CUST00995,C003,Yes,Positive
EXP00996,CUST00996,C003,Yes,Positive
EXP00997,CUST00997,C003,Yes,Positive
EXP00998,CUST00998,C004,Yes,Positive
EXP00999,CUST00999,C003,Yes,Positive
EXP01000,CUST01000,C002,Yes,Positive
EXP01001,CUST01001,C004,Yes,Positive
EXP01002,CUST01002,C003,Yes,Positive
EXP01003,CUST01003,C004,Yes,Neutral
EXP01004,CUST01004,C001,Yes,Neutral
EXP01005,CUST01005,C003,Yes,Positive
EXP01006,CUST01006,C002,Yes,Positive
EXP01007,CUST01007,C002,Yes,Neutral
EXP01008,CUST01008,C003,Yes,Positive
EXP01009,CUST01009,C005,Yes,Positive
EXP01010,CUST01010,C001,Yes,Positive
EXP01011,CUST01011,C001,No,Negative
EXP01012,CUST01012,C002,Yes,Neutral
EXP01013,CUST01013,C001,Yes,Positive
EXP01014,CUST01014,C005,Yes,Positive
EXP01015,CUST01015,C005,Yes,Positive
EXP01016,CUST01016,C005,Yes,Positive
EXP01017,CUST01017,C004,No,Neutral
EXP01018,CUST01018,C003,No,Negative
EXP01019,CUST01019,C004,Yes,Neutral
EXP01020,CUST01020,C001,No,Positive
EXP01021,CUST01021,C001,Yes,Positive
EXP01022,CUST01022,C004,Yes,Negative
EXP01023,CUST01023,C004,No,Neutral
EXP01024,CUST01024,C001,No,Positive
EXP01025,CUST01025,C004,Yes,Positive
EXP01026,CUST01026,C001,No,Neutral
EXP01027,CUST01027,C001,Yes,Neutral
EXP01028,CUST01028,C003,Yes,Positive
EXP01029,CUST01029,C004,Yes,Neutral
EXP01030,CUST01030,C005,Yes,Negative
EXP01031,CUST01031,C002,Yes,Positive
EXP01032,CUST01032,C005,Yes,Positive
EXP01033,CUST01033,C004,Yes,Neutral
EXP01034,CUST01034,C004,No,Negative
EXP01035,CUST01035,C001,No,Negative
EXP01036,CUST01036,C002,No,Positive
EXP01037,CUST01037,C004,Yes,Negative
EXP01038,CUST01038,C002,No,Positive
EXP01039,CUST01039,C002,Yes,Positive
EXP01040,CUST01040,C001,No,Neutral
EXP01041,CUST01041,C003,Yes,Positive
EXP01042,CUST01042,C001,Yes,Positive
EXP01043,CUST01043,C002,Yes,Positive
EXP01044,CUST01044,C005,Yes,Negative
EXP01045,CUST01045,C003,Yes,Positive
EXP01046,CUST01046,C001,Yes,Positive
EXP01047,CUST01047,C005,Yes,Neutral
EXP01048,CUST01048,C005,Yes,Positive
EXP01049,CUST01049,C001,No,Positive
EXP01050,CUST01050,C001,No,Neutral
EXP01051,CUST01051,C002,Yes,Neutral
EXP01052,CUST01052,C004,Yes,Positive
EXP01053,CUST01053,C003,Yes,Positive
EXP01054,CUST01054,C003,Yes,Neutral
EXP01055,CUST01055,C001,Yes,Positive
EXP01056,CUST01056,C002,Yes,Neutral
EXP01057,CUST01057,C002,Yes,Negative
EXP01058,CUST01058,C004,Yes,Positive
EXP01059,CUST01059,C004,No,Neutral
EXP01060,CUST01060,C001,No,Neutral
EXP01061,CUST01061,C004,No,Negative
EXP01062,CUST01062,C002,Yes,Neutral
EXP01063,CUST01063,C005,Yes,Positive
EXP01064,CUST01064,C004,Yes,Neutral
EXP01065,CUST01065,C001,Yes,Negative
EXP01066,CUST01066,C004,Yes,Neutral
EXP01067,CUST01067,C005,Yes,Neutral
EXP01068,CUST01068,C001,Yes,Positive
EXP01069,CUST01069,C004,Yes,Neutral
EXP01070,CUST01070,C004,No,Neutral
EXP01071,CUST01071,C003,Yes,Positive
EXP01072,CUST01072,C002,Yes,Positive
EXP01073,CUST01073,C003,No,Neutral
EXP01074,CUST01074,C003,Yes,Neutral
EXP01075,CUST01075,C002,Yes,Negative
EXP01076,CUST01076,C004,Yes,Neutral
EXP01077,CUST01077,C001,Yes,Positive
EXP01078,CUST01078,C002,Yes,Positive
EXP01079,CUST01079,C004,No,Positive
EXP01080,CUST01080,C002,No,Neutral
EXP01081,CUST01081,C002,Yes,Negative
EXP01082,CUST01082,C001,Yes,Positive
EXP01083,CUST01083,C005,Yes,Positive
EXP01084,CUST01084,C003,Yes,Neutral
EXP01085,CUST01085,C004,Yes,Positive
EXP01086,CUST01086,C003,Yes,Negative
EXP01087,CUST01087,C004,Yes,Neutral
EXP01088,CUST01088,C001,No,Negative
EXP01089,CUST01089,C003,Yes,Positive
EXP01090,CUST01090,C001,Yes,Neutral
EXP01091,CUST01091,C002,Yes,Neutral
EXP01092,CUST01092,C005,Yes,Negative
EXP01093,CUST01093,C002,Yes,Negative
EXP01094,CUST01094,C002,Yes,Negative
EXP01095,CUST01095,C001,Yes,Positive
EXP01096,CUST01096,C001,Yes,Positive
EXP01097,CUST01097,C003,No,Neutral
EXP01098,CUST01098,C003,Yes,Positive
EXP01099,CUST01099,C004,Yes,Positive
EXP01100,CUST01100,C005,Yes,Neutral
EXP01101,CUST01101,C003,Yes,Negative
EXP01102,CUST01102,C002,Yes,Positive
EXP01103,CUST01103,C001,No,Neutral
EXP01104,CUST01104,C005,Yes,Negative
EXP01105,CUST01105,C002,Yes,Negative
EXP01106,CUST01106,C002,Yes,Negative
EXP01107,CUST01107,C005,Yes,Positive
EXP01108,CUST01108,C001,Yes,Neutral
EXP01109,CUST01109,C001,No,Positive
EXP01110,CUST01110,C002,Yes,Negative
EXP01111,CUST01111,C005,No,Positive
EXP01112,CUST01112,C001,No,Negative
EXP01113,CUST01113,C004,No,Positive
EXP01114,CUST01114,C002,No,Negative
EXP01115,CUST01115,C003,Yes,Neutral
EXP01116,CUST01116,C004,No,Positive
EXP01117,CUST01117,C002,No,Positive
EXP01118,CUST01118,C004,No,Neutral
EXP01119,CUST01119,C005,Yes,Positive
EXP01120,CUST01120,C001,Yes,Positive
EXP01121,CUST01121,C004,Yes,Positive
EXP01122,CUST01122,C001,Yes,Positive
EXP01123,CUST01123,C004,Yes,Neutral
EXP01124,CUST01124,C003,Yes,Positive
EXP01125,CUST01125,C004,No,Negative
EXP01126,CUST01126,C004,No,Neutral
EXP01127,CUST01127,C002,No,Neutral
EXP01128,CUST01128,C003,No,Negative
EXP01129,CUST01129,C002,Yes,Positive
EXP01130,CUST01130,C003,Yes,Neutral
EXP01131,CUST01131,C004,No,Neutral
EXP01132,CUST01132,C002,No,Neutral
EXP01133,CUST01133,C005,Yes,Positive
EXP01134,CUST01134,C003,No,Neutral
EXP01135,CUST01135,C005,Yes,Neutral
EXP01136,CUST01136,C004,Yes,Positive
EXP01137,CUST01137,C004,Yes,Neutral
EXP01138,CUST01138,C002,No,Positive
EXP01139,CUST01139,C005,Yes,Positive
EXP01140,CUST01140,C005,Yes,Neutral
EXP01141,CUST01141,C003,No,Neutral
EXP01142,CUST01142,C001,No,Negative
EXP01143,CUST01143,C005,No,Negative
EXP01144,CUST01144,C001,No,Positive
EXP01145,CUST01145,C001,No,Neutral
EXP01146,CUST01146,C003,No,Neutral
EXP01147,CUST01147,C001,Yes,Positive
EXP01148,CUST01148,C004,No,Neutral
EXP01149,CUST01149,C004,No,Positive
EXP01150,CUST01150,C001,No,Negative
EXP01151,CUST01151,C004,Yes,Neutral
EXP01152,CUST01152,C002,No,Neutral
EXP01153,CUST01153,C004,Yes,Positive
EXP01154,CUST01154,C005,No,Neutral
EXP01155,CUST01155,C002,No,Positive
EXP01156,CUST01156,C003,No,Neutral
EXP01157,CUST01157,C002,Yes,Negative
EXP01158,CUST01158,C002,No,Negative
EXP01159,CUST01159,C005,Yes,Positive
EXP01160,CUST01160,C002,No,Positive
EXP01161,CUST01161,C001,Yes,Positive
EXP01162,CUST01162,C001,Yes,Positive
EXP01163,CUST01163,C005,Yes,Positive
EXP01164,CUST01164,C005,Yes,Neutral
EXP01165,CUST01165,C003,Yes,Positive
EXP01166,CUST01166,C003,Yes,Positive
EXP01167,CUST01167,C003,No,Neutral
EXP01168,CUST01168,C002,Yes,Neutral
EXP01169,CUST01169,C004,No,Neutral
EXP01170,CUST01170,C003,No,Positive
EXP01171,CUST01171,C001,Yes,Positive
EXP01172,CUST01172,C004,Yes,Negative
EXP01173,CUST01173,C002,Yes,Positive
EXP01174,CUST01174,C003,No,Neutral
EXP01175,CUST01175,C005,Yes,Positive
EXP01176,CUST01176,C005,Yes,Positive
EXP01177,CUST01177,C004,Yes,Positive
EXP01178,CUST01178,C003,Yes,Neutral
EXP01179,CUST01179,C002,No,Neutral
EXP01180,CUST01180,C005,No,Negative
EXP01181,CUST01181,C001,Yes,Positive
EXP01182,CUST01182,C004,Yes,Positive
EXP01183,CUST01183,C002,Yes,Positive
EXP01184,CUST01184,C004,Yes,Negative
EXP01185,CUST01185,C005,Yes,Positive
EXP01186,CUST01186,C001,Yes,Neutral
EXP01187,CUST01187,C001,Yes,Positive
EXP01188,CUST01188,C001,Yes,Positive
EXP01189,CUST01189,C001,Yes,Positive
EXP01190,CUST01190,C003,No,Neutral
EXP01191,CUST01191,C003,Yes,Positive
EXP01192,CUST01192,C002,Yes,Neutral
EXP01193,CUST01193,C005,Yes,Neutral
EXP01194,CUST01194,C003,Yes,Positive
EXP01195,CUST01195,C001,Yes,Positive
EXP01196,CUST01196,C002,Yes,Positive
EXP01197,CUST01197,C001,Yes,Positive
EXP01198,CUST01198,C002,Yes,Positive
EXP01199,CUST01199,C003,Yes,Neutral
EXP01200,CUST01200,C002,Yes,Positive
EXP01201,CUST01201,C001,Yes,Negative
EXP01202,CUST01202,C003,No,Neutral
EXP01203,CUST01203,C001,No,Negative
EXP01204,CUST01204,C005,No,Neutral
EXP01205,CUST01205,C004,No,Negative
EXP01206,CUST01206,C005,Yes,Positive
EXP01207,CUST01207,C002,Yes,Positive
EXP01208,CUST01208,C003,No,Neutral
EXP01209,CUST01209,C001,Yes,Positive
EXP01210,CUST01210,C004,Yes,Neutral
EXP01211,CUST01211,C001,No,Neutral
EXP01212,CUST01212,C002,Yes,Positive
EXP01213,CUST01213,C003,No,Neutral
EXP01214,CUST01214,C002,No,Negative
EXP01215,CUST01215,C002,Yes,Positive
EXP01216,CUST01216,C001,Yes,Positive
EXP01217,CUST01217,C004,No,Neutral
EXP01218,CUST01218,C003,No,Negative
EXP01219,CUST01219,C003,No,Positive
EXP01220,CUST01220,C001,Yes,Positive
EXP01221,CUST01221,C003,No,Positive
EXP01222,CUST01222,C003,Yes,Positive
EXP01223,CUST01223,C005,Yes,Neutral
EXP01224,CUST01224,C001,Yes,Positive
