Survey_ID,Customer_ID,Survey_Date,Brand_Awareness,Brand_Recall,Brand_Preference,Product_Quality,Service_Quality,Value_for_Money,Customer_Satisfaction,Recommend_Brand,Purchase_Intent
SURV00286,CUST00286,2025-09-01,No,UrbanCart,NovaMart,3,2,2,2,3,Low
SURV00287,CUST00287,2025-05-12,No,NovaMart,MegaMart,3,3,2,3,6,Medium
SURV00288,CUST00288,2025-11-24,Yes,NovaMart,ShopEase,3,2,2,2,5,Low
SURV00289,CUST00289,2025-10-05,Yes,MegaMart,ShopEase,4,3,3,3,5,Medium
SURV00290,CUST00290,2025-09-09,Yes,UrbanCart,UrbanCart,3,4,3,3,6,Medium
SURV00291,CUST00291,2025-12-25,Yes,ShopEase,UrbanCart,4,4,3,4,9,High
SURV00292,CUST00292,2025-11-16,Yes,MegaMart,MegaMart,5,5,5,5,10,Very High
SURV00293,CUST00293,2025-03-10,Yes,ShopEase,NovaMart,3,4,4,4,9,High
SURV00294,CUST00294,2025-11-30,No,ShopEase,NovaMart,3,2,4,3,7,Medium
SURV00295,CUST00295,2025-04-23,Yes,ValueHub,MegaMart,2,1,1,1,3,Very Low
SURV00296,CUST00296,2025-03-25,No,ValueHub,MegaMart,4,2,3,3,5,Medium
SURV00297,CUST00297,2025-04-21,Yes,MegaMart,NovaMart,3,2,1,2,4,Low
SURV00298,CUST00298,2025-09-24,Yes,UrbanCart,UrbanCart,3,3,2,3,7,Medium
SURV00299,CUST00299,2025-01-25,No,MegaMart,MegaMart,4,3,4,4,8,High
SURV00300,CUST00300,2025-01-16,Yes,ShopEase,NovaMart,4,4,4,4,8,High
SURV00301,CUST00301,2025-05-09,No,MegaMart,ValueHub,3,4,2,3,7,Medium
SURV00302,CUST00302,2025-12-18,Yes,NovaMart,ShopEase,3,2,1,2,5,Low
SURV00303,CUST00303,2025-02-14,Yes,UrbanCart,ValueHub,5,5,4,5,10,Very High
SURV00304,CUST00304,2025-12-28,Yes,ShopEase,MegaMart,4,3,2,3,6,Medium
SURV00305,CUST00305,2025-08-28,Yes,MegaMart,ValueHub,1,1,1,1,2,Very Low
SURV00306,CUST00306,2025-08-29,Yes,UrbanCart,NovaMart,3,2,3,3,7,Medium
SURV00307,CUST00307,2025-07-14,No,ValueHub,ShopEase,4,2,2,3,5,Medium
SURV00308,CUST00308,2025-04-23,No,MegaMart,ShopEase,2,2,1,2,3,Low
SURV00309,CUST00309,2025-01-07,No,MegaMart,ShopEase,4,3,2,3,7,Medium
SURV00310,CUST00310,2025-10-23,Yes,ValueHub,ValueHub,3,1,1,2,3,Low
SURV00311,CUST00311,2025-04-04,Yes,UrbanCart,ShopEase,4,3,2,3,7,Medium
SURV00312,CUST00312,2025-09-18,No,ValueHub,NovaMart,3,1,1,2,5,Low
SURV00313,CUST00313,2025-03-21,Yes,NovaMart,NovaMart,4,4,4,4,9,High
SURV00314,CUST00314,2025-09-03,No,NovaMart,MegaMart,3,2,2,2,3,Low
SURV00315,CUST00315,2025-11-21,Yes,MegaMart,ValueHub,3,2,2,2,5,Low
SURV00316,CUST00316,2025-02-11,Yes,ShopEase,UrbanCart,3,3,2,3,5,Medium
SURV00317,CUST00317,2025-09-15,Yes,ValueHub,UrbanCart,3,2,1,2,4,Low
SURV00318,CUST00318,2025-12-15,No,UrbanCart,ValueHub,5,5,5,5,9,Very High
SURV00319,CUST00319,2025-04-09,Yes,NovaMart,ValueHub,2,2,1,2,4,Low
SURV00320,CUST00320,2025-07-27,Yes,ShopEase,ValueHub,4,4,3,4,8,High
SURV00321,CUST00321,2025-11-19,Yes,MegaMart,ShopEase,3,3,3,3,5,Medium
SURV00322,CUST00322,2025-12-29,Yes,NovaMart,ShopEase,3,3,2,3,6,Medium
SURV00323,CUST00323,2025-08-01,Yes,NovaMart,ValueHub,4,3,3,3,6,Medium
SURV00324,CUST00324,2025-04-30,Yes,NovaMart,UrbanCart,3,4,3,3,7,Medium
SURV00325,CUST00325,2025-03-10,Yes,ShopEase,ShopEase,3,3,3,3,5,Medium
SURV00326,CUST00326,2025-07-26,Yes,MegaMart,NovaMart,4,4,4,4,8,High
SURV00327,CUST00327,2025-08-27,Yes,ValueHub,MegaMart,5,4,4,4,8,High
SURV00328,CUST00328,2025-10-24,Yes,ValueHub,ValueHub,3,1,2,2,3,Low
SURV00329,CUST00329,2025-11-19,Yes,MegaMart,ShopEase,4,3,3,3,5,Medium
SURV00330,CUST00330,2025-12-27,Yes,UrbanCart,ValueHub,5,5,4,5,10,Very High
SURV00331,CUST00331,2025-04-25,No,NovaMart,ValueHub,4,3,3,3,5,Medium
SURV00332,CUST00332,2025-02-08,Yes,NovaMart,UrbanCart,4,4,3,4,7,High
SURV00333,CUST00333,2025-05-24,Yes,MegaMart,ShopEase,3,2,1,2,3,Low
SURV00334,CUST00334,2025-05-17,Yes,MegaMart,ShopEase,2,2,1,2,3,Low
SURV00335,CUST00335,2025-08-14,Yes,UrbanCart,ShopEase,3,1,3,2,4,Low
SURV00336,CUST00336,2025-09-28,Yes,ValueHub,NovaMart,4,4,5,4,7,High
SURV00337,CUST00337,2025-12-18,Yes,NovaMart,ValueHub,3,3,2,3,6,Medium
SURV00338,CUST00338,2025-03-03,Yes,ValueHub,NovaMart,3,1,2,2,5,Low
SURV00339,CUST00339,2025-07-14,No,UrbanCart,ValueHub,4,2,3,3,7,Medium
SURV00340,CUST00340,2025-12-25,Yes,MegaMart,ShopEase,4,3,3,3,7,Medium
SURV00341,CUST00341,2025-10-13,No,ShopEase,MegaMart,2,1,1,1,2,Very Low
SURV00342,CUST00342,2025-08-13,Yes,ShopEase,MegaMart,3,1,1,2,4,Low
SURV00343,CUST00343,2025-11-14,Yes,ValueHub,ValueHub,4,3,1,3,6,Medium
SURV00344,CUST00344,2025-06-22,No,NovaMart,ValueHub,4,3,4,4,8,High
SURV00345,CUST00345,2025-11-03,No,UrbanCart,UrbanCart,3,2,1,2,3,Low
SURV00346,CUST00346,2025-11-06,Yes,MegaMart,UrbanCart,4,3,2,3,5,Medium
SURV00347,CUST00347,2025-08-02,Yes,NovaMart,ShopEase,2,2,1,2,5,Low
SURV00348,CUST00348,2025-10-04,No,UrbanCart,ShopEase,4,3,4,4,7,High
SURV00349,CUST00349,2025-10-09,Yes,MegaMart,ValueHub,4,4,4,4,8,High
SURV00350,CUST00350,2025-01-14,No,ShopEase,MegaMart,4,5,4,4,9,High
SURV00351,CUST00351,2025-11-30,No,UrbanCart,ValueHub,2,3,1,2,3,Low
SURV00352,CUST00352,2025-07-27,Yes,MegaMart,NovaMart,3,3,2,3,7,Medium
SURV00353,CUST00353,2025-07-29,Yes,UrbanCart,NovaMart,3,3,2,3,6,Medium
SURV00354,CUST00354,2025-10-11,Yes,NovaMart,UrbanCart,5,4,4,4,8,High
SURV00355,CUST00355,2025-11-27,Yes,MegaMart,ShopEase,5,3,3,4,9,High
SURV00356,CUST00356,2025-09-07,Yes,ValueHub,ValueHub,2,2,3,2,4,Low
SURV00357,CUST00357,2025-03-09,Yes,UrbanCart,UrbanCart,4,2,3,3,6,Medium
SURV00358,CUST00358,2025-12-08,Yes,NovaMart,MegaMart,2,1,1,1,3,Very Low
SURV00359,CUST00359,2025-05-22,Yes,UrbanCart,UrbanCart,4,3,2,3,7,Medium
SURV00360,CUST00360,2025-08-10,Yes,MegaMart,UrbanCart,4,3,4,4,7,High
SURV00361,CUST00361,2025-05-27,Yes,UrbanCart,ShopEase,2,1,1,1,1,Very Low
SURV00362,CUST00362,2025-01-27,No,ShopEase,UrbanCart,3,3,3,3,7,Medium
SURV00363,CUST00363,2025-05-15,No,UrbanCart,UrbanCart,2,2,3,2,3,Low
SURV00364,CUST00364,2025-07-25,Yes,ValueHub,UrbanCart,4,2,2,3,6,Medium
SURV00365,CUST00365,2025-04-21,No,MegaMart,NovaMart,5,5,4,5,10,Very High
SURV00366,CUST00366,2025-12-11,Yes,UrbanCart,MegaMart,3,2,3,3,6,Medium
SURV00367,CUST00367,2025-07-25,No,NovaMart,ValueHub,3,2,1,2,5,Low
SURV00368,CUST00368,2025-08-09,Yes,NovaMart,UrbanCart,4,3,3,3,5,Medium
SURV00369,CUST00369,2025-11-04,Yes,UrbanCart,NovaMart,4,4,4,4,8,High
SURV00370,CUST00370,2025-08-01,Yes,MegaMart,ValueHub,2,2,1,2,3,Low
SURV00371,CUST00371,2025-09-25,Yes,ShopEase,UrbanCart,3,4,3,3,5,Medium
SURV00372,CUST00372,2025-10-19,Yes,UrbanCart,UrbanCart,3,2,2,2,5,Low
SURV00373,CUST00373,2025-05-28,Yes,ShopEase,ValueHub,3,1,1,2,4,Low
SURV00374,CUST00374,2025-06-20,Yes,UrbanCart,ValueHub,4,4,5,4,9,High
SURV00375,CUST00375,2025-01-08,Yes,ValueHub,ShopEase,4,5,2,4,9,High
SURV00376,CUST00376,2025-04-20,Yes,ShopEase,UrbanCart,4,4,2,3,5,Medium
SURV00377,CUST00377,2025-12-05,Yes,ValueHub,UrbanCart,4,3,3,3,7,Medium
SURV00378,CUST00378,2025-08-25,Yes,ShopEase,MegaMart,4,3,3,3,5,Medium
SURV00379,CUST00379,2025-06-22,Yes,ValueHub,UrbanCart,4,4,3,4,7,High
SURV00380,CUST00380,2025-12-18,Yes,MegaMart,MegaMart,5,4,5,5,10,Very High
SURV00381,CUST00381,2025-03-28,Yes,UrbanCart,MegaMart,4,3,3,3,6,Medium
SURV00382,CUST00382,2025-01-07,Yes,ShopEase,UrbanCart,4,4,4,4,7,High
SURV00383,CUST00383,2025-07-07,Yes,ShopEase,ShopEase,4,3,2,3,7,Medium
SURV00384,CUST00384,2025-09-03,Yes,ValueHub,ShopEase,4,3,3,3,7,Medium
SURV00385,CUST00385,2025-07-27,No,NovaMart,MegaMart,4,5,4,4,7,High
SURV00386,CUST00386,2025-10-15,No,ShopEase,MegaMart,2,1,1,1,1,Very Low
SURV00387,CUST00387,2025-04-01,Yes,ShopEase,ValueHub,3,3,3,3,5,Medium
SURV00388,CUST00388,2025-02-07,Yes,ValueHub,MegaMart,4,4,5,4,9,High
SURV00389,CUST00389,2025-11-01,Yes,ValueHub,NovaMart,4,4,5,4,9,High
SURV00390,CUST00390,2025-10-24,Yes,UrbanCart,MegaMart,2,1,1,1,2,Very Low
SURV00391,CUST00391,2025-08-27,Yes,NovaMart,NovaMart,3,2,2,2,4,Low
SURV00392,CUST00392,2025-05-24,Yes,ShopEase,ShopEase,2,2,1,2,4,Low
SURV00393,CUST00393,2025-11-24,Yes,ValueHub,ValueHub,4,3,4,4,7,High
SURV00394,CUST00394,2025-05-13,Yes,UrbanCart,ShopEase,3,2,2,2,5,Low
SURV00395,CUST00395,2025-08-28,No,UrbanCart,UrbanCart,4,2,1,2,3,Low
SURV00396,CUST00396,2025-02-12,Yes,ValueHub,UrbanCart,3,2,2,2,4,Low
SURV00397,CUST00397,2025-10-04,Yes,ValueHub,ShopEase,1,1,1,1,1,Very Low
SURV00398,CUST00398,2025-06-22,Yes,NovaMart,ShopEase,1,1,1,1,1,Very Low
SURV00399,CUST00399,2025-04-01,Yes,ShopEase,NovaMart,3,4,4,4,8,High
SURV00400,CUST00400,2025-03-16,Yes,MegaMart,UrbanCart,3,3,2,3,7,Medium
SURV00401,CUST00401,2025-03-09,Yes,MegaMart,MegaMart,1,1,1,1,1,Very Low
SURV00402,CUST00402,2025-10-06,Yes,ValueHub,MegaMart,3,3,2,3,7,Medium
SURV00403,CUST00403,2025-06-26,Yes,MegaMart,UrbanCart,3,2,3,3,7,Medium
SURV00404,CUST00404,2025-05-22,Yes,MegaMart,ShopEase,4,3,4,4,8,High
SURV00405,CUST00405,2025-01-03,Yes,NovaMart,ShopEase,2,1,2,2,4,Low
SURV00406,CUST00406,2025-08-04,Yes,ValueHub,NovaMart,3,3,4,3,6,Medium
SURV00407,CUST00407,2025-06-20,Yes,NovaMart,NovaMart,3,2,3,3,6,Medium
SURV00408,CUST00408,2025-01-10,Yes,ShopEase,UrbanCart,3,2,3,3,6,Medium
SURV00409,CUST00409,2025-08-07,Yes,ValueHub,NovaMart,5,5,5,5,10,Very High
SURV00410,CUST00410,2025-09-19,Yes,ValueHub,NovaMart,4,3,2,3,6,Medium
SURV00411,CUST00411,2025-01-05,Yes,ShopEase,ShopEase,3,1,1,2,3,Low
SURV00412,CUST00412,2025-03-27,Yes,UrbanCart,NovaMart,2,1,1,1,1,Very Low
SURV00413,CUST00413,2025-08-07,Yes,ValueHub,MegaMart,3,4,2,3,7,Medium
SURV00414,CUST00414,2025-08-28,Yes,ValueHub,ShopEase,4,4,3,4,7,High
SURV00415,CUST00415,2025-06-25,No,MegaMart,NovaMart,2,2,1,2,4,Low
SURV00416,CUST00416,2025-11-27,Yes,ValueHub,MegaMart,3,3,2,3,7,Medium
SURV00417,CUST00417,2025-07-17,Yes,MegaMart,ValueHub,3,3,2,3,6,Medium
SURV00418,CUST00418,2025-11-11,Yes,NovaMart,ValueHub,2,3,3,3,7,Medium
SURV00419,CUST00419,2025-07-16,Yes,ValueHub,ValueHub,4,2,3,3,7,Medium
SURV00420,CUST00420,2025-08-27,Yes,ValueHub,MegaMart,4,3,4,4,8,High
SURV00421,CUST00421,2025-12-20,Yes,MegaMart,UrbanCart,4,4,4,4,9,High
SURV00422,CUST00422,2025-06-15,No,ValueHub,ShopEase,4,5,4,4,9,High
SURV00423,CUST00423,2025-09-30,Yes,ShopEase,ShopEase,4,3,3,3,6,Medium
SURV00424,CUST00424,2025-12-10,Yes,ValueHub,MegaMart,4,4,3,4,8,High
SURV00425,CUST00425,2025-12-02,Yes,UrbanCart,NovaMart,4,4,4,4,9,High
SURV00426,CUST00426,2025-05-12,Yes,MegaMart,ShopEase,4,4,4,4,8,High
SURV00427,CUST00427,2025-07-17,Yes,ValueHub,NovaMart,3,1,2,2,5,Low
SURV00428,CUST00428,2025-09-07,Yes,UrbanCart,ShopEase,4,4,3,4,8,High
SURV00429,CUST00429,2025-10-21,Yes,UrbanCart,ValueHub,2,3,2,2,4,Low
SURV00430,CUST00430,2025-02-22,Yes,ShopEase,UrbanCart,5,4,4,4,8,High
SURV00431,CUST00431,2025-08-26,Yes,UrbanCart,MegaMart,5,5,5,5,10,Very High
SURV00432,CUST00432,2025-02-17,Yes,ValueHub,MegaMart,4,3,3,3,7,Medium
SURV00433,CUST00433,2025-02-05,Yes,ValueHub,ValueHub,3,2,2,2,4,Low
SURV00434,CUST00434,2025-08-24,Yes,ValueHub,ValueHub,3,3,4,3,5,Medium
SURV00435,CUST00435,2025-03-23,Yes,ValueHub,NovaMart,3,2,1,2,3,Low
SURV00436,CUST00436,2025-04-15,Yes,NovaMart,NovaMart,3,4,4,4,9,High
SURV00437,CUST00437,2025-01-07,Yes,NovaMart,NovaMart,2,2,2,2,5,Low
SURV00438,CUST00438,2025-01-08,Yes,NovaMart,ShopEase,2,1,1,1,2,Very Low
SURV00439,CUST00439,2025-04-23,Yes,UrbanCart,NovaMart,4,4,4,4,9,High
SURV00440,CUST00440,2025-03-01,Yes,ShopEase,ShopEase,3,2,3,3,5,Medium
SURV00441,CUST00441,2025-08-23,No,NovaMart,NovaMart,3,1,1,2,3,Low
SURV00442,CUST00442,2025-04-28,Yes,UrbanCart,NovaMart,1,1,1,1,2,Very Low
SURV00443,CUST00443,2025-05-13,Yes,ShopEase,NovaMart,3,3,2,3,5,Medium
SURV00444,CUST00444,2025-04-28,Yes,ShopEase,UrbanCart,2,1,1,1,3,Very Low
SURV00445,CUST00445,2025-04-30,Yes,ShopEase,UrbanCart,4,3,2,3,6,Medium
SURV00446,CUST00446,2025-01-10,Yes,ValueHub,ShopEase,2,2,1,2,4,Low
SURV00447,CUST00447,2025-03-20,Yes,MegaMart,ShopEase,3,2,1,2,5,Low
SURV00448,CUST00448,2025-06-20,Yes,UrbanCart,MegaMart,4,3,3,3,7,Medium
SURV00449,CUST00449,2025-09-06,Yes,NovaMart,ShopEase,3,3,1,2,3,Low
SURV00450,CUST00450,2025-12-01,Yes,MegaMart,NovaMart,3,3,2,3,5,Medium
SURV00451,CUST00451,2025-07-17,Yes,ShopEase,NovaMart,2,2,1,2,3,Low
SURV00452,CUST00452,2025-12-18,No,UrbanCart,MegaMart,5,4,5,5,9,Very High
SURV00453,CUST00453,2025-06-29,Yes,NovaMart,UrbanCart,3,3,2,3,6,Medium
SURV00454,CUST00454,2025-10-17,Yes,ShopEase,UrbanCart,3,3,1,2,5,Low
SURV00455,CUST00455,2025-11-19,Yes,MegaMart,UrbanCart,4,5,4,4,7,High
SURV00456,CUST00456,2025-05-16,No,NovaMart,ValueHub,3,2,2,2,4,Low
SURV00457,CUST00457,2025-03-19,Yes,NovaMart,ValueHub,4,4,2,3,5,Medium
SURV00458,CUST00458,2025-11-07,Yes,ShopEase,UrbanCart,2,1,2,2,5,Low
SURV00459,CUST00459,2025-05-17,Yes,ValueHub,UrbanCart,5,5,4,5,10,Very High
SURV00460,CUST00460,2025-06-18,Yes,ValueHub,MegaMart,3,1,1,2,3,Low
SURV00461,CUST00461,2025-06-19,No,UrbanCart,ValueHub,3,2,2,2,3,Low
SURV00462,CUST00462,2025-04-06,Yes,ValueHub,ShopEase,5,4,4,4,8,High
SURV00463,CUST00463,2025-01-07,Yes,ValueHub,ShopEase,3,1,2,2,3,Low
SURV00464,CUST00464,2025-12-17,Yes,ShopEase,NovaMart,3,4,3,3,7,Medium
SURV00465,CUST00465,2025-02-26,Yes,ShopEase,UrbanCart,4,4,5,4,9,High
SURV00466,CUST00466,2025-04-15,Yes,ShopEase,NovaMart,3,2,2,2,3,Low
SURV00467,CUST00467,2025-10-11,Yes,NovaMart,ValueHub,5,5,4,5,10,Very High
SURV00468,CUST00468,2025-02-03,Yes,ValueHub,ShopEase,4,3,3,3,6,Medium
SURV00469,CUST00469,2025-03-16,Yes,NovaMart,UrbanCart,3,3,2,3,5,Medium
SURV00470,CUST00470,2025-10-19,No,MegaMart,ValueHub,3,3,3,3,5,Medium
SURV00471,CUST00471,2025-06-20,Yes,UrbanCart,NovaMart,5,4,4,4,7,High
SURV00472,CUST00472,2025-01-12,Yes,MegaMart,UrbanCart,5,5,4,5,9,Very High
SURV00473,CUST00473,2025-07-25,Yes,ShopEase,ShopEase,2,2,1,2,3,Low
SURV00474,CUST00474,2025-01-15,No,ValueHub,MegaMart,4,4,5,4,7,High
SURV00475,CUST00475,2025-11-02,Yes,ValueHub,NovaMart,3,3,3,3,5,Medium
SURV00476,CUST00476,2025-07-29,Yes,NovaMart,NovaMart,3,3,2,3,6,Medium
SURV00477,CUST00477,2025-08-26,No,MegaMart,ValueHub,2,2,3,2,3,Low
SURV00478,CUST00478,2025-11-09,Yes,MegaMart,UrbanCart,3,2,1,2,5,Low
SURV00479,CUST00479,2025-04-09,Yes,MegaMart,ShopEase,3,3,2,3,6,Medium
SURV00480,CUST00480,2025-02-18,Yes,ValueHub,ValueHub,3,2,2,2,4,Low
SURV00481,CUST00481,2025-05-12,Yes,ShopEase,ValueHub,3,1,2,2,4,Low
SURV00482,CUST00482,2025-10-02,Yes,ShopEase,NovaMart,4,4,4,4,8,High
SURV00483,CUST00483,2025-02-08,Yes,ShopEase,MegaMart,3,3,3,3,6,Medium
SURV00484,CUST00484,2025-10-09,Yes,NovaMart,MegaMart,3,2,2,2,3,Low
SURV00485,CUST00485,2025-01-14,Yes,NovaMart,ValueHub,3,3,4,3,5,Medium
SURV00486,CUST00486,2025-04-13,Yes,NovaMart,ShopEase,4,3,2,3,5,Medium
SURV00487,CUST00487,2025-02-07,Yes,ShopEase,MegaMart,4,4,4,4,9,High
SURV00488,CUST00488,2025-08-17,Yes,UrbanCart,NovaMart,4,4,4,4,9,High
SURV00489,CUST00489,2025-08-22,Yes,ShopEase,MegaMart,2,2,1,2,3,Low
SURV00490,CUST00490,2025-05-02,No,UrbanCart,ShopEase,1,1,1,1,2,Very Low
SURV00491,CUST00491,2025-08-15,Yes,NovaMart,NovaMart,3,4,3,3,6,Medium
SURV00492,CUST00492,2025-12-14,Yes,ShopEase,NovaMart,3,2,2,2,3,Low
SURV00493,CUST00493,2025-07-28,Yes,ShopEase,ShopEase,4,3,4,4,7,High
SURV00494,CUST00494,2025-07-12,Yes,NovaMart,ValueHub,4,4,3,4,9,High
SURV00495,CUST00495,2025-08-30,Yes,MegaMart,ShopEase,4,5,4,4,7,High
SURV00496,CUST00496,2025-03-03,Yes,UrbanCart,NovaMart,3,1,1,2,5,Low
SURV00497,CUST00497,2025-03-04,Yes,MegaMart,UrbanCart,4,5,4,4,8,High
SURV00498,CUST00498,2025-09-06,Yes,ShopEase,ValueHub,4,3,3,3,5,Medium
SURV00499,CUST00499,2025-06-04,Yes,ShopEase,NovaMart,3,1,2,2,3,Low
SURV00500,CUST00500,2025-12-13,Yes,UrbanCart,UrbanCart,3,2,2,2,3,Low
SURV00501,CUST00501,2025-09-11,No,UrbanCart,ValueHub,2,2,2,2,3,Low
SURV00502,CUST00502,2025-12-28,Yes,ValueHub,MegaMart,4,3,3,3,7,Medium
SURV00503,CUST00503,2025-12-21,Yes,NovaMart,MegaMart,3,3,4,3,5,Medium
SURV00504,CUST00504,2025-09-19,Yes,UrbanCart,ShopEase,4,3,4,4,9,High
SURV00505,CUST00505,2025-04-24,Yes,UrbanCart,NovaMart,3,2,1,2,5,Low
SURV00506,CUST00506,2025-04-20,Yes,ShopEase,MegaMart,2,2,3,2,5,Low
SURV00507,CUST00507,2025-04-14,No,NovaMart,ShopEase,4,3,4,4,9,High
SURV00508,CUST00508,2025-09-03,Yes,ValueHub,ValueHub,3,2,1,2,4,Low
SURV00509,CUST00509,2025-06-27,Yes,UrbanCart,ShopEase,2,2,2,2,4,Low
SURV00510,CUST00510,2025-10-19,Yes,ValueHub,ShopEase,2,2,2,2,3,Low
SURV00511,CUST00511,2025-12-28,No,ValueHub,ValueHub,4,3,3,3,7,Medium
SURV00512,CUST00512,2025-01-26,Yes,UrbanCart,UrbanCart,5,4,5,5,9,Very High
SURV00513,CUST00513,2025-08-02,No,NovaMart,UrbanCart,3,2,3,3,5,Medium
SURV00514,CUST00514,2025-07-17,Yes,UrbanCart,ShopEase,3,2,2,2,5,Low
SURV00515,CUST00515,2025-07-22,Yes,UrbanCart,ValueHub,3,2,1,2,3,Low
SURV00516,CUST00516,2025-04-04,Yes,UrbanCart,NovaMart,2,2,3,2,3,Low
SURV00517,CUST00517,2025-11-04,Yes,UrbanCart,MegaMart,3,3,4,3,6,Medium
SURV00518,CUST00518,2025-08-28,Yes,NovaMart,UrbanCart,4,4,4,4,8,High
SURV00519,CUST00519,2025-12-07,Yes,MegaMart,MegaMart,3,2,3,3,6,Medium
SURV00520,CUST00520,2025-06-05,Yes,UrbanCart,ShopEase,3,3,2,3,6,Medium
SURV00521,CUST00521,2025-04-11,Yes,NovaMart,NovaMart,4,4,4,4,8,High
SURV00522,CUST00522,2025-10-07,Yes,MegaMart,ShopEase,2,1,1,1,1,Very Low
SURV00523,CUST00523,2025-03-15,Yes,NovaMart,MegaMart,4,4,3,4,8,High
SURV00524,CUST00524,2025-02-13,Yes,ValueHub,MegaMart,4,5,4,4,8,High
SURV00525,CUST00525,2025-10-11,Yes,MegaMart,ShopEase,2,1,3,2,4,Low
SURV00526,CUST00526,2025-08-19,Yes,ShopEase,ShopEase,3,2,1,2,3,Low
SURV00527,CUST00527,2025-06-03,Yes,ValueHub,NovaMart,3,2,2,2,3,Low
SURV00528,CUST00528,2025-04-21,Yes,MegaMart,MegaMart,4,3,2,3,6,Medium
SURV00529,CUST00529,2025-06-25,Yes,MegaMart,UrbanCart,2,2,1,2,5,Low
SURV00530,CUST00530,2025-08-23,Yes,UrbanCart,UrbanCart,1,1,1,1,3,Very Low
SURV00531,CUST00531,2025-04-17,Yes,ShopEase,MegaMart,2,2,3,2,3,Low
SURV00532,CUST00532,2025-04-23,No,ShopEase,MegaMart,4,5,5,5,9,Very High
SURV00533,CUST00533,2025-10-10,Yes,UrbanCart,NovaMart,3,3,3,3,6,Medium
SURV00534,CUST00534,2025-12-31,Yes,ValueHub,ShopEase,1,1,1,1,3,Very Low
SURV00535,CUST00535,2025-03-02,Yes,NovaMart,ShopEase,4,5,5,5,10,Very High
SURV00536,CUST00536,2025-06-24,Yes,MegaMart,UrbanCart,3,4,3,3,5,Medium
SURV00537,CUST00537,2025-06-28,Yes,UrbanCart,ShopEase,3,3,1,2,4,Low
SURV00538,CUST00538,2025-11-09,Yes,ShopEase,ValueHub,2,1,2,2,4,Low
SURV00539,CUST00539,2025-06-19,Yes,MegaMart,MegaMart,3,2,1,2,5,Low
SURV00540,CUST00540,2025-10-16,Yes,NovaMart,UrbanCart,2,2,2,2,3,Low
SURV00541,CUST00541,2025-12-01,Yes,ShopEase,UrbanCart,3,3,1,2,3,Low
SURV00542,CUST00542,2025-05-10,Yes,ShopEase,MegaMart,2,2,1,2,4,Low
SURV00543,CUST00543,2025-07-11,Yes,UrbanCart,ShopEase,3,2,2,2,4,Low
SURV00544,CUST00544,2025-10-31,Yes,ShopEase,NovaMart,4,3,3,3,5,Medium
SURV00545,CUST00545,2025-08-17,Yes,ValueHub,NovaMart,5,5,5,5,10,Very High
SURV00546,CUST00546,2025-04-28,No,ValueHub,ShopEase,3,3,2,3,5,Medium
SURV00547,CUST00547,2025-12-22,Yes,ShopEase,UrbanCart,5,4,2,4,7,High
SURV00548,CUST00548,2025-07-31,No,MegaMart,NovaMart,3,2,3,3,6,Medium
SURV00549,CUST00549,2025-07-20,No,ShopEase,UrbanCart,5,5,4,5,9,Very High
SURV00550,CUST00550,2025-04-03,No,NovaMart,ValueHub,2,4,1,2,5,Low
SURV00551,CUST00551,2025-11-18,Yes,NovaMart,ValueHub,4,3,2,3,7,Medium
SURV00552,CUST00552,2025-11-07,Yes,NovaMart,UrbanCart,4,3,3,3,5,Medium
SURV00553,CUST00553,2025-09-10,Yes,UrbanCart,UrbanCart,3,4,3,3,6,Medium
SURV00554,CUST00554,2025-01-30,Yes,MegaMart,UrbanCart,4,2,4,3,6,Medium
SURV00555,CUST00555,2025-02-09,Yes,UrbanCart,ShopEase,5,5,5,5,9,Very High
SURV00556,CUST00556,2025-12-25,Yes,NovaMart,ShopEase,2,3,1,2,3,Low
SURV00557,CUST00557,2025-11-05,Yes,MegaMart,UrbanCart,3,3,3,3,7,Medium
SURV00558,CUST00558,2025-06-28,No,UrbanCart,UrbanCart,4,4,3,4,9,High
SURV00559,CUST00559,2025-03-24,Yes,MegaMart,NovaMart,2,1,2,2,4,Low
SURV00560,CUST00560,2025-02-28,No,MegaMart,ValueHub,3,4,3,3,7,Medium
SURV00561,CUST00561,2025-01-27,No,UrbanCart,ValueHub,3,3,4,3,6,Medium
SURV00562,CUST00562,2025-03-17,Yes,ValueHub,UrbanCart,4,4,3,4,8,High
SURV00563,CUST00563,2025-05-27,Yes,MegaMart,NovaMart,3,3,3,3,5,Medium
SURV00564,CUST00564,2025-09-16,Yes,MegaMart,ValueHub,4,4,4,4,7,High
SURV00565,CUST00565,2025-03-07,Yes,ValueHub,ShopEase,4,4,3,4,8,High
SURV00566,CUST00566,2025-04-21,Yes,MegaMart,MegaMart,3,3,2,3,7,Medium
SURV00567,CUST00567,2025-08-25,Yes,UrbanCart,MegaMart,3,2,2,2,3,Low
SURV00568,CUST00568,2025-10-11,Yes,ValueHub,UrbanCart,3,2,2,2,4,Low
SURV00569,CUST00569,2025-10-10,No,NovaMart,MegaMart,4,4,2,3,6,Medium
SURV00570,CUST00570,2025-07-28,Yes,MegaMart,ShopEase,3,3,2,3,6,Medium
SURV00571,CUST00571,2025-06-11,Yes,MegaMart,NovaMart,3,2,2,2,5,Low
SURV00572,CUST00572,2025-03-06,Yes,ValueHub,ShopEase,3,3,2,3,5,Medium
